sent	item	cond	recode	plausible	model	measure	rating
No physics theory is too implausible to not be developed.	25	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	8.338001251220703
No amateur play is too unoriginal to not be attended.	26	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	12.204771041870117
No financial aid package is too small to not be issued.	27	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	6.659912109375
No social security payment is too small to not be cashed.	28	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	12.652338743209839
No wording is too imprecise to not be understood.	29	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	4.13529109954834
No plea for clemency is too unreasonable to not be considered.	30	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	8.214887619018555
No muscle spasm is too painless to not be treated.	31	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	7.561281681060791
No return on investments is too unprofitable to not be managed.	32	in-implsb-qneg	No..too..not..treated	implausible	bert-base-cased	final	9.932085037231445
No head injury is too trivial to be treated.	1	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.431198120117188
No plan is too unrealistic to be made.	2	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	5.9111223220825195
No mistake is too insignificant to be corrected.	3	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.903371810913086
No TV show is too unsuccessful to be continued.	4	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	7.114528656005859
No applicant is too inexperienced to be accepted.	5	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	2.2055578231811523
No position under siege is too insignificant to be defended.	6	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	2.2352919578552246
No decision is too unclear to be executed.	7	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	10.81646728515625
No teenager is too rebellious to be accepted.	8	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	7.544262409210205
No heirloom is too worthless to be inherited.	9	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	6.223811149597168
No objection is too negligible to be noticed.	10	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	10.381853103637695
No law is too ambiguous to be interpreted correctly.	11	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	2.681813955307007
No detail is too unimportant to be dealt with.	12	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	0.004828921519219875
No problem is too insignificant to be uncovered.	13	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	12.307130813598633
No chapter is too nonessential to be read.	14	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	3.7833478450775146
No memory is too fuzzy to be remembered.	15	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	6.879352569580078
No article is too mediocre to be published.	16	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	4.300259113311768
No fee is too unprofitable to be charged.	17	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	1.6560113430023193
No lecture is too boring to be attended.	18	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	9.859753608703613
No exam is too useless to be administered.	19	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	9.61440658569336
No potential habitat is too nutrient-poor to be inhabited.	20	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.634072303771973
No artificial ingredient is too harmless to be used.	21	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	1.0099937915802002
No possible conversation topic is too unemotional to be brought up.	22	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	0.0343494676053524
No anonymous tip is too vague to be acted on.	23	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	1.0661516189575195
No computer game is too harmless to be banned.	24	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	10.274652481079102
No physics theory is too implausible to be developed.	25	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.020133018493652
No amateur play is too unoriginal to be attended.	26	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	12.728574752807617
No financial aid package is too small to be issued.	27	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	6.92239236831665
No social security payment is too small to be cashed.	28	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	12.144880294799805
No wording is too imprecise to be understood.	29	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	3.8858911991119385
No plea for clemency is too unreasonable to be considered.	30	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.653945922851562
No muscle spasm is too painless to be treated.	31	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	7.965386867523193
No return on investments is too unprofitable to be managed.	32	in-plsb-qneg	No..too..treated	plausible	bert-base-cased	final	8.805262565612793
No head injury is too severe to be ignored.	1	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	10.411980628967285
No plan is too realistic to be rejected.	2	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	9.412317276000977
No mistake is too fatal to be overlooked.	3	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	8.329277038574219
No TV show is too successful to be discontinued.	4	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	9.309919357299805
No applicant is too experienced to be rejected.	5	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	4.709527015686035
No position under siege is too important to be abandoned.	6	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	6.084207534790039
No decision is too clear to be postponed.	7	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	14.231767654418945
No teenager is too conformist to be marginalized.	8	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	16.334857542067766
No heirloom is too valuable to be thrown out.	9	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	4.912104606628418
No objection is too essential to be ignored.	10	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	5.562848091125488
No law is too unambiguous to be misinterpreted.	11	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	37.32869303971529
No detail is too important to be left out.	12	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	0.3187424838542938
No problem is too significant to be concealed.	13	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	9.945167541503906
No chapter is too essential to be skipped.	14	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	8.3501615524292
No memory is too clear to be forgotten.	15	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	8.448599815368652
No article is too exceptional to go unpublished.	16	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	12.09499454498291
No fee is too profitable to be waived.	17	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	8.139484405517578
No lecture is too interesting to be skipped	18	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	31.126710891723633
No test is too useful to be canceled.	19	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	13.665650367736816
No potential habitat is too nutrient-rich to be uninhabited.	20	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	13.430321544408798
No artificial ingredient is too harmful to be used.	21	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	0.8032544255256653
No possible conversation topic is too emotional to be left out.	22	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	1.0689477920532227
No anonymous tip is too important to be neglected.	23	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	9.958369255065918
No computer game is too violent to be released.	24	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	8.988072395324707
No physics theory is too plausible to be dismissed.	25	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	10.133305549621582
No amateur play is too original to be missed.	26	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	11.020129203796387
No financial aid package is too large to be cut.	27	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	11.891514778137207
No social security payment is too important to be missed.	28	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	7.103731632232666
No wording is too precise to be misunderstood.	29	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	33.05603852602508
No plea for clemency is too reasonable to be rejected.	30	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	6.273349285125732
No muscle spasm is too painful to be overlooked.	31	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	9.967375755310059
No return on investments are too profitable to be disregarded.	32	negini-posadj	No..too severe .. ignored	implausible	bert-base-cased	final	17.182646927423775
Some head injuries are too trivial to be ignored.	1	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	5.748512268066406
Some plans are too unrealistic to be rejected.	2	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	11.385844230651855
Some mistakes are too insignificant to be overlooked.	3	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	5.736713886260986
Some TV shows are too unsuccessful to be discontinued.	4	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.67546558380127
Some applicants are too inexperienced to be rejected.	5	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	7.275918483734131
Some positions under siege are too insignificant to be abandoned.	6	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	7.12807559967041
Some decisions are too unclear to be postponed.	7	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	14.813663482666016
Some teenagers are too rebellious to be marginalized.	8	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	16.111562840640545
Some heirlooms are too worthless to be thrown out.	9	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	4.979136943817139
Some objections are too negligible to be ignored.	10	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	4.870297431945801
Some laws are too ambiguous to be misinterpreted.	11	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	37.27200082037598
Some details are too unimportant to be left out.	12	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	0.31470173597335815
Some problems are too insignificant to be concealed.	13	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	11.57789134979248
Some chapters are too nonessential to be skipped.	14	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.374966621398926
Some memories are too fuzzy to be forgotten.	15	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.618027687072754
Some articles are too mediocre to go unpublished.	16	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	15.65343189239502
Some fees are too unprofitable to be waived.	17	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	7.71147346496582
Some lectures are too boring to be skipped.	18	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.927282333374023
Some tests are too useless to be canceled.	19	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	13.860130310058594
Some potential habitats are too nutrient-poor to be uninhabited.	20	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	15.214452385902405
Some artificial ingredients are too harmless to be used.	21	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	1.6685317754745483
Some possible conversation topics are too unemotional to be left out.	22	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	0.7572888135910034
Some anonymous tips are too vague to be neglected.	23	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	14.97943115234375
Some computer games are too harmless to be released.	24	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	9.80180549621582
Some physics theories are too implausible to be dismissed.	25	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	9.757514953613281
Some amateur plays are too unoriginal to be missed.	26	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	12.791211128234863
Some financial aid packages are too small to be cut.	27	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	12.693004608154297
Some social security payments are too unimportant to be missed.	28	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.459612846374512
Some wordings are too imprecise to be misunderstood.	29	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	35.04237109309179
Some pleas for clemency are too unreasonable to be rejected.	30	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	6.579505920410156
Some muscle spasms are too painless to be overlooked.	31	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	10.427627563476562
Some return on investments are too unprofitable to be disregarded.	32	posini-negadj	Some..too trivial..ignored	implausible	bert-base-cased	final	17.137999776750803
Some head injuries are too severe to be ignored.	1	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	10.0115966796875
Some plans are too realistic to be rejected.	2	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.604677200317383
Some mistakes are too fatal to be overlooked.	3	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	6.4484758377075195
Some TV shows are too successful to be discontinued.	4	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.479543685913086
Some applicants are too experienced to be rejected.	5	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	6.938418388366699
Some positions under siege are too important to be abandoned.	6	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	5.967994213104248
Some decisions are too clear to be postponed.	7	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	16.115184783935547
Some teenagers are too conformist to be marginalized.	8	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	15.273038551211357
Some heirlooms are too valuable to be thrown out.	9	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	4.5750908851623535
Some objections are too essential to be ignored.	10	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	3.8040270805358887
Some laws are too unambiguous to be misinterpreted.	11	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	33.382203083485365
Some details are too important to be left out.	12	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	0.477407842874527
Some problems are too significant to be concealed.	13	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	12.21685791015625
Some chapters are too essential to be skipped.	14	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.342527389526367
Some memories are too clear to be forgotten.	15	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.412422180175781
Some articles are too exceptional to go unpublished.	16	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	10.214110374450684
Some fees are too profitable to be waived.	17	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	7.321944713592529
Some lectures are too interesting to be skipped.	18	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	10.221749305725098
Some tests are too useful to be canceled.	19	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	13.880379676818848
Some potential habitats are too nutrient-rich to be uninhabited.	20	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	14.30501902103424
Some artificial ingredients are too harmful to be used.	21	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	1.6838316917419434
Some possible conversation topics are too emotional to be left out.	22	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	0.9438261389732361
Some anonymous tips are too important to be neglected.	23	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	9.486565589904785
Some computer games are too violent to be released.	24	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	7.966325283050537
Some physics theories are too plausible to be dismissed.	25	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.736851692199707
Some amateur plays are too original to be missed.	26	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	12.169008255004883
Some financial aid packages are too large to be cut.	27	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	12.53681468963623
Some social security payments are too important to be missed.	28	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	8.161858558654785
Some wordings are too precise to be misunderstood.	29	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	31.81201917603903
Some pleas for clemency are too reasonable to be rejected.	30	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	5.797496795654297
Some muscle spasms are too painful to be overlooked.	31	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	9.855311393737793
Some return on investments are too profitable to be disregarded.	32	posini-posadj	Some..too severe..ignored	plausible	bert-base-cased	final	17.3690625251038
No head injury is so trivial as to be treated.	1	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	8.37689208984375
No plan is so unrealistic as to be made.	2	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	10.059662818908691
No mistake is so insignificant as to be corrected.	3	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	9.086396217346191
No TV show is so unsuccessful as to be continued.	4	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	9.742968559265137
No applicant is so inexperienced as to be accepted.	5	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	2.7724969387054443
No position under siege is so insignificant as to be defended.	6	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	4.946468830108643
No decision is so unclear as to be made.	7	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	2.867379665374756
No teenager is so rebellious as to be accepted.	8	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	9.876609802246094
No heirloom is so worthless as to be inherited.	9	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	7.453587532043457
No objection is so negligible as to be considered.	10	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	8.221407890319824
No law is so ambiguous as to be interpreted correctly.	11	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	2.9146485328674316
No detail is so unimportant as to be dealt with.	12	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	0.008685583248734474
No problem is so insignificant as to be solved.	13	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	6.453134536743164
No chapter is so nonessential as to be read.	14	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	7.4037885665893555
No memory is so fuzzy as to be remembered.	15	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	7.740691661834717
No article is so mediocre as to be published.	16	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	7.871524810791016
No fee is so unprofitable as to be implemented.	17	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	13.164690017700195
No lecture is so boring as to be attended.	18	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	12.018348693847656
No exam is so useless as to be implemented.	19	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	14.372664451599121
No potential habitat is so nutrient-poor as to be inhabited.	20	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	9.529894828796387
No artificial ingredient is so harmless as to be used.	21	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	5.070110321044922
No possible conversation topic is so unemotional as to be brought up.	22	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	0.10928309708833694
No anonymous tip is so vague as to be taken.	23	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	11.228958129882812
No computer game is so harmless as to be stopped.	24	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	12.157339096069336
No physics theory is so implausible as to be developed.	25	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	12.145838737487793
No amateur play is so unoriginal as to be attended.	26	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	14.401191711425781
No financial aid package is so small as to be issued.	27	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	12.137406349182129
No social security payment is so small as to be cashed.	28	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	15.404377937316895
No wording is so imprecise as to be understood.	29	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	6.458404064178467
No plea for clemency is so unreasonable as to be considered.	30	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	10.624502182006836
No muscle spasm is so painless as to be treated.	31	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	11.207776069641113
No return on investments is so unprofitable as to be managed.	32	so-impl-qpl	No..so..treated	implausible	bert-base-cased	final	12.359472274780273
No head injury is so trivial as to be ignored.	1	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	7.944613933563232
No plan is so unrealistic as to be rejected.	2	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	10.2256498336792
No mistake is so insignificant as to be overlooked.	3	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	5.707301139831543
No TV show is so unsuccessful as to be discontinued.	4	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	6.554319381713867
No applicant is so inexperienced as to be rejected.	5	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	3.675436019897461
No position under siege is so insignificant as to be abandoned.	6	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	5.756600379943848
No decision is so unclear as to be postponed.	7	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	10.916336059570312
No teenager is so rebellious as to be marginalized.	8	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	15.872297838330269
No heirloom is so worthless as to be thrown out.	9	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	4.402719974517822
No objection is so negligible as to be ignored.	10	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	5.877562046051025
No law is so ambiguous as to be misinterpreted.	11	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	38.30641824938357
No detail is so unimportant as to be left out.	12	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	0.6901655197143555
No problem is so insignificant as to be ignored.	13	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	6.73253870010376
No chapter is so nonessential as to be skipped.	14	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	12.101511001586914
No memory is so fuzzy as to be forgotten.	15	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	7.6105122566223145
No article is so mediocre as to go unpublished.	16	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	11.310283660888672
No fee is so unprofitable as to be waived.	17	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	7.076608657836914
No lecture is so boring as to be skipped.	18	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	12.272672653198242
No exam is so useless as to be canceled.	19	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	10.122642517089844
No potential habitat is so nutrient-poor as to be uninhabited.	20	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	10.049564123153687
No artificial ingredient is so harmless as to be abandoned.	21	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	12.523402214050293
No possible conversation topic is so unemotional as to be left out.	22	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	0.938077449798584
No anonymous tip is so vague as to be neglected.	23	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	14.950572967529297
No computer game is so harmless as to be released.	24	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	11.68367862701416
No physics theory is so implausible as to be dismissed.	25	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	9.468079566955566
No amateur play is so unoriginal as to be missed.	26	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	9.68431568145752
No financial aid package is so small as to be cut.	27	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	14.639933586120605
No social security payment is so small as to be missed.	28	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	9.96157455444336
No wording is so imprecise as to be misunderstood.	29	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	33.472245264973026
No plea for clemency is so unreasonable as to be rejected.	30	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	4.439799785614014
No muscle spasm is so painless as to be overlooked.	31	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	10.920957565307617
No return on investments is so unprofitable as to be disregarded.	32	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	final	15.731733761262149
Head injuries should be treated, no matter how trivial they are.	1		world knowledge		bert-base-cased	final	1.5386923551559448
Plans can be made, no matter how unrealistic they are.	2		world knowledge		bert-base-cased	final	1.7131552696228027
Mistakes should be corrected, no matter how insignificant they are.	3		world knowledge		bert-base-cased	final	2.8073272705078125
TV shows can stay on the air, no matter how unsuccessful they are.	4		world knowledge		bert-base-cased	final	0.13360898196697235
Applicants can be accepted, no matter how inexperienced they are.	5		world knowledge		bert-base-cased	final	0.13684767484664917
Positions under siege should be defended, no matter how insignificant they are.	6		world knowledge		bert-base-cased	final	1.9734870195388794
Decisions can be made, no matter how unclear they are.	7		world knowledge		bert-base-cased	final	0.08380845934152603
Teenagers should be accepted, no matter how rebellious they are.	8		world knowledge		bert-base-cased	final	1.141161561012268
Heirlooms can be inherited, no matter how worthless they are.	9		world knowledge		bert-base-cased	final	0.206475168466568
Objections should be considered, no matter how negligible they are.	10		world knowledge		bert-base-cased	final	0.4983599781990051
Laws can be interpreted correctly, no matter how ambiguous they are.	11		world knowledge		bert-base-cased	final	0.05406421422958374
Details should be dealt with, no matter how unimportant they are.	12		world knowledge		bert-base-cased	final	2.3793208599090576
Problems should be dealt with, no matter how insignificant they are.	13		world knowledge		bert-base-cased	final	2.6343040466308594
Chapters should be read, no matter how nonessential they are.	14		world knowledge		bert-base-cased	final	2.480867624282837
Memories can be remembered, no matter how fuzzy they are.	15		world knowledge		bert-base-cased	final	0.39681029319763184
Articles can be published, no matter how mediocre they are.	16		world knowledge		bert-base-cased	final	0.3383563756942749
Fees should be charged, no matter how unprofitable they are.	17		world knowledge		bert-base-cased	final	3.368532657623291
Lectures should be attended, no matter how boring they are.	18		world knowledge		bert-base-cased	final	2.0209038257598877
Exams should be given, no matter how useless they are.	19		world knowledge		bert-base-cased	final	2.1652352809906006
Potential habitats can be inhabited, no matter how nutrient-poor they are.	20		world knowledge		bert-base-cased	final	0.02974756807088852
Artificial ingredients should be abandoned, no matter how harmless they are.	21		world knowledge		bert-base-cased	final	1.178300380706787
Possible conversation topics can be brought up, no matter how unemotional they are.	22		world knowledge		bert-base-cased	final	0.5631760358810425
Anonymous tips should be acted on, no matter how vague they are.	23		world knowledge		bert-base-cased	final	0.9946466088294983
Computer games can be banned, no matter how harmless they are.	24		world knowledge		bert-base-cased	final	0.3807995021343231
Physics theories can be developed, no matter how implausible they are.	25		world knowledge		bert-base-cased	final	0.39995038509368896
Amateur plays can be attended, no matter how unoriginal they are.	26		world knowledge		bert-base-cased	final	0.2967955470085144
Financial aid packages should be issued, no matter how small they are.	27		world knowledge		bert-base-cased	final	1.6572898626327515
Social security payments should be cashed, no matter how small they are.	28		world knowledge		bert-base-cased	final	1.1232534646987915
Wordings can be understood, no matter how imprecise they are.	29		world knowledge		bert-base-cased	final	0.23221318423748016
Pleas for clemency should be considered, no matter how unreasonable they are.	30		world knowledge		bert-base-cased	final	0.9884005188941956
Muscle spasms should be treated, no matter how painless they are.	31		world knowledge		bert-base-cased	final	0.935745120048523
Returns on investment can be managed, no matter how unprofitable they are.	32		world knowledge		bert-base-cased	final	0.1347501426935196
No head injury is too trivial to be ignored.	1	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-37.12403314898256
No plan is too unrealistic to be rejected.	2	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-47.285406435490586
No mistake is too insignificant to be overlooked.	3	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-57.238996020425475
No TV show is too unsuccessful to be discontinued.	4	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-52.606634862022474
No applicant is too inexperienced to be rejected.	5	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-55.95786792761646
No position under siege is too insignificant to be abandoned.	6	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-60.99046281476876
No decision is too unclear to be postponed.	7	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-41.76032194844447
No teenager is too rebellious to be marginalized.	8	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	LogProb	-48.27704435738269
