item	repeatability	subject	subject number	sent	model	measure	rating
16	nonrepeatable	pronoun	control	Many inner-city residents have given up on the public transportation system more than I have.	bert-base-cased	final	0.13813240826129913
16	repeatable	np	singular	More inner-city residents have complained about the public transportation system than the suburban resident has.	bert-base-cased	final	6.537899971008301
16	repeatable	np	plural	More inner-city residents have complained about the public transportation system than the suburban residents have.	bert-base-cased	final	0.2826272249221802
16	repeatable	np	control	More inner-city residents have complained about the public transportation system than suburban residents have.	bert-base-cased	final	0.17155325412750244
16	nonrepeatable	np	singular	More inner-city residents have given up on the public transportation system than the suburban resident has.	bert-base-cased	final	3.725653886795044
16	nonrepeatable	np	plural	More inner-city residents have given up on the public transportation system than the suburban residents have.	bert-base-cased	final	0.25951269268989563
16	nonrepeatable	np	control	More inner-city residents have given up on the public transportation system than suburban residents have.	bert-base-cased	final	0.16375960409641266
17	repeatable	pronoun	singular	More Brazil fans have followed the 2022 World Cup than I have.	bert-base-cased	final	5.006984233856201
17	repeatable	pronoun	plural	More Brazil fans have followed the 2022 World Cup than we have.	bert-base-cased	final	0.9867791533470154
17	repeatable	pronoun	control	Many Brazil fans have followed the 2022 World Cup more than I have.	bert-base-cased	final	0.9779595732688904
17	nonrepeatable	pronoun	singular	More Brazil fans have stopped watching the 2022 World Cup than I have.	bert-base-cased	final	0.5178632736206055
17	nonrepeatable	pronoun	plural	More Brazil fans have stopped watching the 2022 World Cup than we have.	bert-base-cased	final	0.6124922633171082
17	nonrepeatable	pronoun	control	Many Brazil fans have stopped watching the 2022 World Cup more than I have.	bert-base-cased	final	0.5078642964363098
17	repeatable	np	singular	More Brazil fans have followed the 2022 World Cup than the Croatia fan has.	bert-base-cased	final	4.425032615661621
17	repeatable	np	plural	More Brazil fans have followed the 2022 World Cup than the Croatia fans have.	bert-base-cased	final	0.2882269620895386
17	repeatable	np	control	More Brazil fans have followed the 2022 World Cup than Croatia fans have.	bert-base-cased	final	0.3784519135951996
17	nonrepeatable	np	singular	More Brazil fans have stopped watching the 2022 World Cup than the Croatia fan has.	bert-base-cased	final	1.793727993965149
17	nonrepeatable	np	plural	More Brazil fans have stopped watching the 2022 World Cup than the Croatia fans have.	bert-base-cased	final	0.1561276763677597
17	nonrepeatable	np	control	More Brazil fans have stopped watching the 2022 World Cup than Croatia fans have.	bert-base-cased	final	0.17043733596801758
18	repeatable	pronoun	singular	More California residents have used UPS service than I have.	bert-base-cased	final	0.523546040058136
18	repeatable	pronoun	plural	More California residents have used UPS service than we have.	bert-base-cased	final	0.3622214198112488
18	repeatable	pronoun	control	Many California residents have used UPS service more than I have.	bert-base-cased	final	0.21518667042255402
18	nonrepeatable	pronoun	singular	More California residents have terminated UPS service than I have.	bert-base-cased	final	0.337798535823822
18	nonrepeatable	pronoun	plural	More California residents have terminated UPS service than we have.	bert-base-cased	final	0.4879022240638733
18	nonrepeatable	pronoun	control	Many California residents have terminated UPS service more than I have.	bert-base-cased	final	0.12760663032531738
18	repeatable	np	singular	More California residents have used UPS service than the New York resident has.	bert-base-cased	final	2.286045551300049
18	repeatable	np	plural	More California residents have used UPS service than the New York residents have.	bert-base-cased	final	0.36318281292915344
18	repeatable	np	control	More California residents have used UPS service than New York residents have.	bert-base-cased	final	0.20348452031612396
18	nonrepeatable	np	singular	More California residents have terminated UPS service than the New York resident has.	bert-base-cased	final	1.6180375814437866
18	nonrepeatable	np	plural	More California residents have terminated UPS service than the New York residents have.	bert-base-cased	final	0.23760050535202026
18	nonrepeatable	np	control	More California residents have terminated UPS service than New York residents have.	bert-base-cased	final	0.15825341641902924
19	repeatable	pronoun	singular	More Americans have toured Antelope Canyon than I have.	bert-base-cased	final	0.2914755344390869
19	repeatable	pronoun	plural	More Americans have toured Antelope Canyon than we have.	bert-base-cased	final	0.43339431285858154
19	repeatable	pronoun	control	Many Americans have toured Antelope Canyon more than I have.	bert-base-cased	final	0.15366289019584656
19	nonrepeatable	pronoun	singular	More Americans have reached Antelope Canyon than I have.	bert-base-cased	final	0.5278033018112183
19	nonrepeatable	pronoun	plural	More Americans have reached Antelope Canyon than we have.	bert-base-cased	final	0.5231402516365051
19	nonrepeatable	pronoun	control	Many Americans have reached Antelope Canyon more than I have.	bert-base-cased	final	0.18198539316654205
19	repeatable	np	singular	More Americans have toured Antelope Canyon than the Canadian has.	bert-base-cased	final	8.863656997680664
19	repeatable	np	plural	More Americans have toured Antelope Canyon than the Canadians have.	bert-base-cased	final	0.339479923248291
19	repeatable	np	control	More Americans have toured Antelope Canyon than Canadians have.	bert-base-cased	final	0.22729849815368652
19	nonrepeatable	np	singular	More Americans have reached Antelope Canyon than the Canadian has.	bert-base-cased	final	7.914501190185547
19	nonrepeatable	np	plural	More Americans have reached Antelope Canyon than the Canadians have.	bert-base-cased	final	0.30724042654037476
19	nonrepeatable	np	control	More Americans have reached Antelope Canyon than Canadians have.	bert-base-cased	final	0.23088474571704865
20	repeatable	pronoun	singular	More lawyers have criticized Facebook than I have.	bert-base-cased	final	0.8179730176925659
20	repeatable	pronoun	plural	More lawyers have criticized Facebook than we have.	bert-base-cased	final	1.2227530479431152
20	repeatable	pronoun	control	Many lawyers have criticized Facebook more than I have.	bert-base-cased	final	0.72519451379776
20	nonrepeatable	pronoun	singular	More lawyers have lost trust in Facebook than I have.	bert-base-cased	final	0.7205865979194641
20	nonrepeatable	pronoun	plural	More lawyers have lost trust in Facebook than we have.	bert-base-cased	final	0.6530933380126953
20	nonrepeatable	pronoun	control	Many lawyers have lost trust in Facebook more than I have.	bert-base-cased	final	0.7255328893661499
20	repeatable	np	singular	More lawyers have criticized Facebook than the journalist has.	bert-base-cased	final	3.3685829639434814
20	repeatable	np	plural	More lawyers have criticized Facebook than the journalists have.	bert-base-cased	final	1.438186764717102
20	repeatable	np	control	More lawyers have criticized Facebook than journalists have.	bert-base-cased	final	0.7801460027694702
20	nonrepeatable	np	singular	More lawyers have lost trust in Facebook than the journalist has.	bert-base-cased	final	1.4035452604293823
20	nonrepeatable	np	plural	More lawyers have lost trust in Facebook than the journalists have.	bert-base-cased	final	0.3738711476325989
20	nonrepeatable	np	control	More lawyers have lost trust in Facebook than journalists have.	bert-base-cased	final	0.2679252326488495
21	repeatable	pronoun	singular	More novelists have loved alcohol than I have.	bert-base-cased	final	0.8701973557472229
21	repeatable	pronoun	plural	More novelists have loved alcohol than we have.	bert-base-cased	final	1.189044713973999
21	repeatable	pronoun	control	Many novelists have loved alcohol more than I have.	bert-base-cased	final	1.6970125436782837
21	nonrepeatable	pronoun	singular	More novelists have quit alcohol than I have.	bert-base-cased	final	0.6458368301391602
21	nonrepeatable	pronoun	plural	More novelists have quit alcohol than we have.	bert-base-cased	final	0.7242323756217957
21	nonrepeatable	pronoun	control	Many novelists have quit alcohol more than I have.	bert-base-cased	final	0.20663031935691833
21	repeatable	np	singular	More novelists have loved alcohol than the movie star has.	bert-base-cased	final	4.929686069488525
21	repeatable	np	plural	More novelists have loved alcohol than the movie stars have.	bert-base-cased	final	1.0757683515548706
21	repeatable	np	control	More novelists have loved alcohol than movie stars have.	bert-base-cased	final	0.6342158317565918
21	nonrepeatable	np	singular	More novelists have quit alcohol than the movie star has.	bert-base-cased	final	1.5972437858581543
21	nonrepeatable	np	plural	More novelists have quit alcohol than the movie stars have.	bert-base-cased	final	0.307640939950943
21	nonrepeatable	np	control	More novelists have quit alcohol than movie stars have.	bert-base-cased	final	0.22086583077907562
22	repeatable	pronoun	singular	More tourists have visited Universal Studios than I have.	bert-base-cased	final	0.33947843313217163
22	repeatable	pronoun	plural	More tourists have visited Universal Studios than we have.	bert-base-cased	final	0.47455981373786926
22	repeatable	pronoun	control	Many tourists have visited Universal Studios more than I have.	bert-base-cased	final	0.14813269674777985
22	nonrepeatable	pronoun	singular	More tourists have skipped Universal Studios than I have.	bert-base-cased	final	0.8202541470527649
22	nonrepeatable	pronoun	plural	More tourists have skipped Universal Studios than we have.	bert-base-cased	final	0.7594133615493774
22	nonrepeatable	pronoun	control	Many tourists have skipped Universal Studios more than I have.	bert-base-cased	final	0.3033469617366791
22	repeatable	np	singular	More tourists have visited Universal Studios than the resident has.	bert-base-cased	final	12.555435180664062
22	repeatable	np	plural	More tourists have visited Universal Studios than the residents have.	bert-base-cased	final	1.819655179977417
22	repeatable	np	control	More tourists have visited Universal Studios than residents have.	bert-base-cased	final	0.4955618977546692
22	nonrepeatable	np	singular	More tourists have skipped Universal Studios than the resident has.	bert-base-cased	final	11.705185890197754
22	nonrepeatable	np	plural	More tourists have skipped Universal Studios than the residents have.	bert-base-cased	final	2.4094793796539307
22	nonrepeatable	np	control	More tourists have skipped Universal Studios than residents have.	bert-base-cased	final	0.7130167484283447
23	repeatable	pronoun	singular	More musicians have listened to Apple Music than I have.	bert-base-cased	final	0.1766640990972519
23	repeatable	pronoun	plural	More musicians have listened to Apple Music than we have.	bert-base-cased	final	0.27634721994400024
23	repeatable	pronoun	control	Many musicians have listened to Apple Music more than I have.	bert-base-cased	final	0.1721651405096054
23	nonrepeatable	pronoun	singular	More musicians have signed up for Apple Music than I have.	bert-base-cased	final	0.2653447687625885
23	nonrepeatable	pronoun	plural	More musicians have signed up for Apple Music than we have.	bert-base-cased	final	0.44853538274765015
23	nonrepeatable	pronoun	control	Many musicians have signed up for Apple Music more than I have.	bert-base-cased	final	0.22516226768493652
23	repeatable	np	singular	More musicians have listened to Apple Music than the amateur has.	bert-base-cased	final	13.70321273803711
23	repeatable	np	plural	More musicians have listened to Apple Music than the amateurs have.	bert-base-cased	final	0.6407997608184814
23	repeatable	np	control	More musicians have listened to Apple Music than amateurs have.	bert-base-cased	final	0.19032883644104004
23	nonrepeatable	np	singular	More musicians have signed up for Apple Music than the amateur has.	bert-base-cased	final	14.650736808776855
23	nonrepeatable	np	plural	More musicians have signed up for Apple Music than the amateurs have.	bert-base-cased	final	0.8798750042915344
23	nonrepeatable	np	control	More musicians have signed up for Apple Music than amateurs have.	bert-base-cased	final	0.31933462619781494
24	repeatable	pronoun	singular	More Europeans have practiced using chopsticks than I have.	bert-base-cased	final	0.4811498820781708
24	repeatable	pronoun	plural	More Europeans have practiced using chopsticks than we have.	bert-base-cased	final	1.2469278573989868
24	repeatable	pronoun	control	Many Europeans have practiced using chopsticks more than I have.	bert-base-cased	final	0.3914884030818939
24	nonrepeatable	pronoun	singular	More Europeans have learned to use chopsticks than I have.	bert-base-cased	final	0.415101021528244
24	nonrepeatable	pronoun	plural	More Europeans have learned to use chopsticks than we have.	bert-base-cased	final	0.872786819934845
24	nonrepeatable	pronoun	control	Many Europeans have learned to use chopsticks more than I have.	bert-base-cased	final	0.5327646136283875
24	repeatable	np	singular	More Europeans have practiced using chopsticks than the American has.	bert-base-cased	final	10.586005210876465
24	repeatable	np	plural	More Europeans have practiced using chopsticks than the Americans have.	bert-base-cased	final	0.9192739129066467
24	repeatable	np	control	More Europeans have practiced using chopsticks than Americans have.	bert-base-cased	final	0.6311442852020264
24	nonrepeatable	np	singular	More Europeans have learned to use chopsticks than the American has.	bert-base-cased	final	11.168574333190918
24	nonrepeatable	np	plural	More Europeans have learned to use chopsticks than the Americans have.	bert-base-cased	final	0.5080888867378235
24	nonrepeatable	np	control	More Europeans have learned to use chopsticks than Americans have.	bert-base-cased	final	0.4072786569595337
25	repeatable	pronoun	singular	More boys have attempted bungee jumping than I have.	bert-base-cased	final	0.5137667655944824
25	repeatable	pronoun	plural	More boys have attempted bungee jumping than we have.	bert-base-cased	final	0.6027104258537292
25	repeatable	pronoun	control	Many boys have attempted bungee jumping more than I have.	bert-base-cased	final	0.2659665048122406
25	nonrepeatable	pronoun	singular	More boys have begun bungee jumping than I have.	bert-base-cased	final	1.6287134885787964
25	nonrepeatable	pronoun	plural	More boys have begun bungee jumping than we have.	bert-base-cased	final	0.8490661978721619
25	nonrepeatable	pronoun	control	Many boys have begun bungee jumping more than I have.	bert-base-cased	final	0.4881398677825928
25	repeatable	np	singular	More boys have attempted bungee jumping than the girl has.	bert-base-cased	final	1.310312032699585
25	repeatable	np	plural	More boys have attempted bungee jumping than the girls have.	bert-base-cased	final	0.18847067654132843
25	repeatable	np	control	More boys have attempted bungee jumping than girls have.	bert-base-cased	final	0.2933626174926758
25	nonrepeatable	np	singular	More boys have begun bungee jumping than the girl has.	bert-base-cased	final	1.4764115810394287
25	nonrepeatable	np	plural	More boys have begun bungee jumping than the girls have.	bert-base-cased	final	0.3277643620967865
25	nonrepeatable	np	control	More boys have begun bungee jumping than girls have.	bert-base-cased	final	0.4062539339065552
26	repeatable	pronoun	singular	More girls have gone scuba diving than I have.	bert-base-cased	final	0.47536396980285645
26	repeatable	pronoun	plural	More girls have gone scuba diving than we have.	bert-base-cased	final	0.535167932510376
26	repeatable	pronoun	control	Many girls have gone scuba diving more than I have.	bert-base-cased	final	0.253825843334198
26	nonrepeatable	pronoun	singular	More girls have started scuba diving than I have.	bert-base-cased	final	0.9592669606208801
26	nonrepeatable	pronoun	plural	More girls have started scuba diving than we have.	bert-base-cased	final	0.7601163387298584
26	nonrepeatable	pronoun	control	Many girls have started scuba diving more than I have.	bert-base-cased	final	0.48605525493621826
26	repeatable	np	singular	More girls have gone scuba diving than the boy has.	bert-base-cased	final	1.6246435642242432
26	repeatable	np	plural	More girls have gone scuba diving than the boys have.	bert-base-cased	final	0.24660013616085052
26	repeatable	np	control	More girls have gone scuba diving than boys have.	bert-base-cased	final	0.2519975006580353
26	nonrepeatable	np	singular	More girls have started scuba diving than the boy has.	bert-base-cased	final	2.107393264770508
26	nonrepeatable	np	plural	More girls have started scuba diving than the boys have.	bert-base-cased	final	0.304682195186615
26	nonrepeatable	np	control	More girls have started scuba diving than boys have.	bert-base-cased	final	0.4519508481025696
27	repeatable	pronoun	singular	More experienced readers have used Kindle than I have.	bert-base-cased	final	0.4659729599952698
27	repeatable	pronoun	plural	More experienced readers have used Kindle than we have.	bert-base-cased	final	0.5189814567565918
27	repeatable	pronoun	control	Many experienced readers have used Kindle more than I have.	bert-base-cased	final	0.3928244411945343
27	nonrepeatable	pronoun	singular	More experienced readers have avoided Kindle than I have.	bert-base-cased	final	0.2512931227684021
27	nonrepeatable	pronoun	plural	More experienced readers have avoided Kindle than we have.	bert-base-cased	final	0.307982861995697
27	nonrepeatable	pronoun	control	Many experienced readers have avoided Kindle more than I have.	bert-base-cased	final	0.14186812937259674
27	repeatable	np	singular	More experienced readers have used Kindle than the college student has.	bert-base-cased	final	7.7280168533325195
27	repeatable	np	plural	More experienced readers have used Kindle than the college students have.	bert-base-cased	final	1.0727565288543701
27	repeatable	np	control	More experienced readers have used Kindle than college students have.	bert-base-cased	final	0.44358617067337036
27	nonrepeatable	np	singular	More experienced readers have avoided Kindle than the college student has.	bert-base-cased	final	5.966373920440674
27	nonrepeatable	np	plural	More experienced readers have avoided Kindle than the college students have.	bert-base-cased	final	0.9214733242988586
27	nonrepeatable	np	control	More experienced readers have avoided Kindle than college students have.	bert-base-cased	final	0.38462990522384644
28	repeatable	pronoun	singular	More white-collar workers have attempted the 10-minute workout than I have.	bert-base-cased	final	0.6657623648643494
28	repeatable	pronoun	plural	More white-collar workers have attempted the 10-minute workout than we have.	bert-base-cased	final	0.4623654782772064
28	repeatable	pronoun	control	Many white-collar workers have attempted the 10-minute workout more than I have.	bert-base-cased	final	0.45517367124557495
28	nonrepeatable	pronoun	singular	More white-collar workers have started the 10-minute workout than I have.	bert-base-cased	final	1.995108962059021
28	nonrepeatable	pronoun	plural	More white-collar workers have started the 10-minute workout than we have.	bert-base-cased	final	0.6882138252258301
28	nonrepeatable	pronoun	control	Many white-collar workers have started the 10-minute workout more than I have.	bert-base-cased	final	0.7526869773864746
28	repeatable	np	singular	More white-collar workers have attempted the 10-minute workout than the blue-collar worker has.	bert-base-cased	final	1.211141586303711
28	repeatable	np	plural	More white-collar workers have attempted the 10-minute workout than the blue-collar workers have.	bert-base-cased	final	0.6627718806266785
28	repeatable	np	control	More white-collar workers have attempted the 10-minute workout than blue-collar workers have.	bert-base-cased	final	0.45901280641555786
28	nonrepeatable	np	singular	More white-collar workers have started the 10-minute workout than the blue-collar worker has.	bert-base-cased	final	0.8104949593544006
28	nonrepeatable	np	plural	More white-collar workers have started the 10-minute workout than the blue-collar workers have.	bert-base-cased	final	0.2912457287311554
28	nonrepeatable	np	control	More white-collar workers have started the 10-minute workout than blue-collar workers have.	bert-base-cased	final	0.17459475994110107
29	repeatable	pronoun	singular	More men have talked about the 2022 midterm elections than I have.	bert-base-cased	final	0.19664806127548218
29	repeatable	pronoun	plural	More men have talked about the 2022 midterm elections than we have.	bert-base-cased	final	0.2686179578304291
29	repeatable	pronoun	control	Many men have talked about the 2022 midterm elections more than I have.	bert-base-cased	final	0.20878654718399048
29	nonrepeatable	pronoun	singular	More men have voted in the 2022 midterm elections than I have.	bert-base-cased	final	0.8883309960365295
29	nonrepeatable	pronoun	plural	More men have voted in the 2022 midterm elections than we have.	bert-base-cased	final	0.8384827375411987
29	nonrepeatable	pronoun	control	Many men have voted in the 2022 midterm elections more than I have.	bert-base-cased	final	0.604547917842865
29	repeatable	np	singular	More men have talked about the 2022 midterm elections than the woman has.	bert-base-cased	final	2.6118690967559814
29	repeatable	np	plural	More men have talked about the 2022 midterm elections than the women have.	bert-base-cased	final	0.11811190843582153
29	repeatable	np	control	More men have talked about the 2022 midterm elections than women have.	bert-base-cased	final	0.1636611968278885
29	nonrepeatable	np	singular	More men have voted in the 2022 midterm elections than the woman has.	bert-base-cased	final	3.275895357131958
29	nonrepeatable	np	plural	More men have voted in the 2022 midterm elections than the women have.	bert-base-cased	final	0.26351478695869446
29	nonrepeatable	np	control	More men have voted in the 2022 midterm elections than women have.	bert-base-cased	final	0.2988802194595337
30	repeatable	pronoun	singular	More business owners have complained about their 2021 tax return than I have.	bert-base-cased	final	0.2963204085826874
30	repeatable	pronoun	plural	More business owners have complained about their 2021 tax return than we have.	bert-base-cased	final	0.4807804524898529
30	repeatable	pronoun	control	Many business owners have complained about their 2021 tax return more than I have.	bert-base-cased	final	0.2304079532623291
30	nonrepeatable	pronoun	singular	More business owners have received their 2021 tax return than I have.	bert-base-cased	final	0.42696520686149597
30	nonrepeatable	pronoun	plural	More business owners have received their 2021 tax return than we have.	bert-base-cased	final	0.49579450488090515
30	nonrepeatable	pronoun	control	Many business owners have received their 2021 tax return more than I have.	bert-base-cased	final	0.33465805649757385
30	repeatable	np	singular	More business owners have complained about their 2021 tax return than the individual tax payer has.	bert-base-cased	final	2.096323013305664
30	repeatable	np	plural	More business owners have complained about their 2021 tax return than the individual tax payers have.	bert-base-cased	final	0.5084591507911682
30	repeatable	np	control	More business owners have complained about their 2021 tax return than individual tax payers have.	bert-base-cased	final	0.26854315400123596
30	nonrepeatable	np	singular	More business owners have received their 2021 tax return than the individual tax payer has.	bert-base-cased	final	1.7481627464294434
30	nonrepeatable	np	plural	More business owners have received their 2021 tax return than the individual tax payers have.	bert-base-cased	final	0.6531587839126587
30	nonrepeatable	np	control	More business owners have received their 2021 tax return than individual tax payers have.	bert-base-cased	final	0.28959906101226807
31	repeatable	pronoun	singular	More senior employee have embraced leadership at their workplace than I have.	bert-base-cased	final	0.6934468746185303
31	repeatable	pronoun	plural	More senior employee have embraced leadership at their workplace than we have.	bert-base-cased	final	1.0655392408370972
31	repeatable	pronoun	control	Many senior employee have embraced leadership at their workplace more than I have.	bert-base-cased	final	0.5309577584266663
31	nonrepeatable	pronoun	singular	More senior employee have missed leadership at their workplace than I have.	bert-base-cased	final	0.7958837747573853
31	nonrepeatable	pronoun	plural	More senior employee have missed leadership at their workplace than we have.	bert-base-cased	final	0.9198492765426636
31	nonrepeatable	pronoun	control	Many senior employee have missed leadership at their workplace more than I have.	bert-base-cased	final	0.36757126450538635
31	repeatable	np	singular	More senior employee have embraced leadership at their workplace than the junior employee has.	bert-base-cased	final	2.543954372406006
31	repeatable	np	plural	More senior employee have embraced leadership at their workplace than the junior employees have.	bert-base-cased	final	1.15446138381958
31	repeatable	np	control	More senior employee have embraced leadership at their workplace than junior employees have.	bert-base-cased	final	0.8182299137115479
31	nonrepeatable	np	singular	More senior employee have missed leadership at their workplace than the junior employee has.	bert-base-cased	final	2.5887539386749268
31	nonrepeatable	np	plural	More senior employee have missed leadership at their workplace than the junior employees have.	bert-base-cased	final	1.11759352684021
31	nonrepeatable	np	control	More senior employee have missed leadership at their workplace than junior employees have.	bert-base-cased	final	0.8941627144813538
32	repeatable	pronoun	singular	More children have suffered from severe flu than I have.	bert-base-cased	final	0.33202069997787476
32	repeatable	pronoun	plural	More children have suffered from severe flu than we have.	bert-base-cased	final	1.1098843812942505
32	repeatable	pronoun	control	Many children have suffered from severe flu more than I have.	bert-base-cased	final	0.16225439310073853
32	nonrepeatable	pronoun	singular	More children have been diagnosed with severe flu than I have.	bert-base-cased	final	0.5895805358886719
32	nonrepeatable	pronoun	plural	More children have been diagnosed with severe flu than we have.	bert-base-cased	final	1.57079017162323
32	nonrepeatable	pronoun	control	Many children have been diagnosed with severe flu more than I have.	bert-base-cased	final	0.5372548699378967
32	repeatable	np	singular	More children have suffered from severe flu than the adult has.	bert-base-cased	final	12.91723346710205
32	repeatable	np	plural	More children have suffered from severe flu than the adults have.	bert-base-cased	final	0.5093942284584045
32	repeatable	np	control	More children have suffered from severe flu than adults have.	bert-base-cased	final	0.2418762445449829
32	nonrepeatable	np	singular	More children have been diagnosed with severe flu than the adult has.	bert-base-cased	final	13.485888481140137
32	nonrepeatable	np	plural	More children have been diagnosed with severe flu than the adults have.	bert-base-cased	final	1.3923358917236328
32	nonrepeatable	np	control	More children have been diagnosed with severe flu than adults have.	bert-base-cased	final	0.7013887763023376
1	repeatable	pronoun	singular	More students have been to Russia than I have.	bert-base-cased	LogProb	-24.40171930147335
1	repeatable	pronoun	plural	More students have been to Russia than we have.	bert-base-cased	LogProb	-24.697609917260706
1	repeatable	pronoun	control	Many students have been to Russia more than I have.	bert-base-cased	LogProb	-33.29728841385804
1	nonrepeatable	pronoun	singular	More students have escaped from Russia than I have.	bert-base-cased	LogProb	-32.50209659151733
1	nonrepeatable	pronoun	plural	More students have escaped from Russia than we have.	bert-base-cased	LogProb	-30.053636304102838
1	nonrepeatable	pronoun	control	Many students have escaped from Russia more than I have.	bert-base-cased	LogProb	-43.73362308437936
1	repeatable	np	singular	More students have been to Russia than the teacher has.	bert-base-cased	LogProb	-36.063580313231796
1	repeatable	np	plural	More students have been to Russia than the teachers have.	bert-base-cased	LogProb	-27.266036325134337
1	repeatable	np	control	More students have been to Russia than teachers have.	bert-base-cased	LogProb	-27.209135294891894
1	nonrepeatable	np	singular	More students have escaped from Russia than the teacher has.	bert-base-cased	LogProb	-42.01803162135184
1	nonrepeatable	np	plural	More students have escaped from Russia than the teachers have.	bert-base-cased	LogProb	-33.7828146032989
1	nonrepeatable	np	control	More students have escaped from Russia than teachers have.	bert-base-cased	LogProb	-31.729082761332393
2	repeatable	pronoun	singular	More teenagers have used Tiktok than I have.	bert-base-cased	LogProb	-62.41574139893055
2	repeatable	pronoun	plural	More teenagers have used Tiktok than we have.	bert-base-cased	LogProb	-63.47687651775777
2	repeatable	pronoun	control	Many teenagers have used Tiktok more than I have.	bert-base-cased	LogProb	-67.68311544321477
2	nonrepeatable	pronoun	singular	More teenagers have installed Tiktok than I have.	bert-base-cased	LogProb	-68.29320635460317
2	nonrepeatable	pronoun	plural	More teenagers have installed Tiktok than we have.	bert-base-cased	LogProb	-67.87983450014144
2	nonrepeatable	pronoun	control	Many teenagers have installed Tiktok more than I have.	bert-base-cased	LogProb	-83.53319661295973
2	repeatable	np	singular	More teenagers have used Tiktok than the adult has.	bert-base-cased	LogProb	-83.19138707965612
2	repeatable	np	plural	More teenagers have used Tiktok than the adults have.	bert-base-cased	LogProb	-61.927718218183145
2	repeatable	np	control	More teenagers have used Tiktok than adults have.	bert-base-cased	LogProb	-54.760339038446546
2	nonrepeatable	np	singular	More teenagers have installed Tiktok than the adult has.	bert-base-cased	LogProb	-94.24450345896184
2	nonrepeatable	np	plural	More teenagers have installed Tiktok than the adults have.	bert-base-cased	LogProb	-69.75895741861314
2	nonrepeatable	np	control	More teenagers have installed Tiktok than adults have.	bert-base-cased	LogProb	-65.96438253158703
3	repeatable	pronoun	singular	More engineers have traveled to San Francisco than I have.	bert-base-cased	LogProb	-23.516373939986806
3	repeatable	pronoun	plural	More engineers have traveled to San Francisco than we have.	bert-base-cased	LogProb	-22.642772756982595
3	repeatable	pronoun	control	Many engineers have traveled to San Francisco more than I have.	bert-base-cased	LogProb	-30.49555472312204
3	nonrepeatable	pronoun	singular	More engineers have been laid off in San Francisco than I have.	bert-base-cased	LogProb	-21.75356549883145
3	nonrepeatable	pronoun	plural	More engineers have been laid off in San Francisco than we have.	bert-base-cased	LogProb	-18.99430392558861
3	nonrepeatable	pronoun	control	Many engineers have been laid off in San Francisco more than I have.	bert-base-cased	LogProb	-27.85265102025005
3	repeatable	np	singular	More engineers have traveled to San Francisco than the accountant has.	bert-base-cased	LogProb	-44.75914957061468
3	repeatable	np	plural	More engineers have traveled to San Francisco than the accountants have.	bert-base-cased	LogProb	-36.359947262884816
3	repeatable	np	control	More engineers have traveled to San Francisco than accountants have.	bert-base-cased	LogProb	-28.57932152826106
3	nonrepeatable	np	singular	More engineers have been laid off in San Francisco than the accountant has.	bert-base-cased	LogProb	-43.386100003277534
3	nonrepeatable	np	plural	More engineers have been laid off in San Francisco than the accountants have.	bert-base-cased	LogProb	-36.40260896354448
3	nonrepeatable	np	control	More engineers have been laid off in San Francisco than accountants have.	bert-base-cased	LogProb	-28.462058753648307
4	repeatable	pronoun	singular	More financial analysts have read the Harvard Business Review than I have.	bert-base-cased	LogProb	-6.397702440153807
4	repeatable	pronoun	plural	More financial analysts have read the Harvard Business Review than we have.	bert-base-cased	LogProb	-9.674675700254738
4	repeatable	pronoun	control	Many financial analysts have read the Harvard Business Review more than I have.	bert-base-cased	LogProb	-12.784865282010287
4	nonrepeatable	pronoun	singular	More financial analysts have subscribed to the Harvard Business Review than I have.	bert-base-cased	LogProb	-27.72701688297093
4	nonrepeatable	pronoun	plural	More financial analysts have subscribed to the Harvard Business Review than we have.	bert-base-cased	LogProb	-29.745484993909486
4	nonrepeatable	pronoun	control	Many financial analysts have subscribed to the Harvard Business Review more than I have.	bert-base-cased	LogProb	-37.23191932728514
4	repeatable	np	singular	More financial analysts have read the Harvard Business Review than the student has.	bert-base-cased	LogProb	-35.204079035669565
4	repeatable	np	plural	More financial analysts have read the Harvard Business Review than the students have.	bert-base-cased	LogProb	-18.8172611691989
4	repeatable	np	control	More financial analysts have read the Harvard Business Review than students have.	bert-base-cased	LogProb	-13.908627713099122
4	nonrepeatable	np	singular	More financial analysts have subscribed to the Harvard Business Review than the student has.	bert-base-cased	LogProb	-55.58239263575524
4	nonrepeatable	np	plural	More financial analysts have subscribed to the Harvard Business Review than the students have.	bert-base-cased	LogProb	-38.72783661435824
4	nonrepeatable	np	control	More financial analysts have subscribed to the Harvard Business Review than students have.	bert-base-cased	LogProb	-31.365825077635236
5	repeatable	pronoun	singular	More lawyers have vacationed in Florida than I have.	bert-base-cased	LogProb	-34.359113422222435
5	repeatable	pronoun	plural	More lawyers have vacationed in Florida than we have.	bert-base-cased	LogProb	-35.922931347973645
5	repeatable	pronoun	control	Many lawyers have vacationed in Florida more than I have.	bert-base-cased	LogProb	-45.33119619230274
5	nonrepeatable	pronoun	singular	More lawyers have retired to Florida than I have.	bert-base-cased	LogProb	-28.29988572606817
5	nonrepeatable	pronoun	plural	More lawyers have retired to Florida than we have.	bert-base-cased	LogProb	-30.005950026214123
5	nonrepeatable	pronoun	control	Many lawyers have retired to Florida more than I have.	bert-base-cased	LogProb	-43.941347112413496
