expNum	itemNum	condition	sent	model	measure	rating
2	7	Relative Did Not	The pirate who did not recognize the admiral from the new poster will ever be arrested for stealing a ship.	bert-base-cased	ever	12.719481468200684
3	7	Relative Never	The pirate who never recognized the admiral from the new poster will ever be arrested for stealing a ship.	bert-base-cased	ever	12.010976791381836
6	7	Embedded No	The pirate who suspected no admiral of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	9.002026557922363
6	7	Embedded Not a Single	The pirate who suspected not a single admiral of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	9.372053146362305
6	7	Licensor Absent	The pirate who the admiral suspected of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	11.547701835632324
6	7	Matrix No	No pirate who the admiral suspected of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	0.5221420526504517
6	7	Relative Subject No	The pirate who no admiral suspected of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	9.218072891235352
6	7	Relative Subject Not A Single	The pirate who not a single admiral suspected of trickery will ever be arrested for stealing a ship.	bert-base-cased	ever	8.819514274597168
1	8	Licensor Absent	The thief who the detective recognized from the news report will ever be caught red handed.	bert-base-cased	ever	11.971285820007324
1	8	Matrix No	No thief who the detective recognized from the news report will ever be caught red handed.	bert-base-cased	ever	0.8008813261985779
1	8	Relative Didn't	The thief who didn't recognize the detective from the news report will ever be caught red handed.	bert-base-cased	ever	11.7531156539917
1	8	Relative No	The thief who no detective recognized from the news report will ever be caught red handed.	bert-base-cased	ever	10.984992027282715
2	8	Relative Did Not	The thief who did not recognize the detective from the news report will ever be caught red handed.	bert-base-cased	ever	11.730474472045898
3	8	Relative Never	The thief who never recognized the detective from the news report will ever be caught red handed.	bert-base-cased	ever	11.357146263122559
6	8	Embedded No	The thief who suspected no detective for a while will ever be caught red handed.	bert-base-cased	ever	9.877683639526367
6	8	Embedded Not a Single	The thief who suspected not a single detective for a while will ever be caught red handed.	bert-base-cased	ever	9.819220542907715
6	8	Licensor Absent	The thief who the detective suspected for a while will ever be caught red handed.	bert-base-cased	ever	10.845649719238281
6	8	Matrix No	No thief who the detective suspected for a while will ever be caught red handed.	bert-base-cased	ever	1.230449914932251
6	8	Relative Subject No	The thief who no detective suspected for a while will ever be caught red handed.	bert-base-cased	ever	9.928399085998535
6	8	Relative Subject Not A Single	The thief who not a single detective suspected for a while will ever be caught red handed.	bert-base-cased	ever	9.28563117980957
1	9	Licensor Absent	The lawyer who the criminal noticed approach the bench will ever run for governor.	bert-base-cased	ever	8.500832557678223
1	9	Matrix No	No lawyer who the criminal noticed approach the bench will ever run for governor.	bert-base-cased	ever	0.3954862654209137
1	9	Relative Didn't	The lawyer who didn't notice the criminal approach the bench will ever run for governor.	bert-base-cased	ever	7.8702826499938965
1	9	Relative No	The lawyer who no criminal noticed approach the bench will ever run for governor.	bert-base-cased	ever	7.621677875518799
2	9	Relative Did Not	The lawyer who did not notice the criminal approach the bench will ever run for governor.	bert-base-cased	ever	9.230364799499512
3	9	Relative Never	The lawyer who never noticed the criminal approach the bench will ever run for governor.	bert-base-cased	ever	7.560305118560791
6	9	Embedded No	The lawyer who noticed no criminal approach the bench will ever run for governor.	bert-base-cased	ever	7.960986137390137
6	9	Embedded Not a Single	The lawyer who noticed not a single criminal approach the bench will ever run for governor.	bert-base-cased	ever	7.447299957275391
6	9	Licensor Absent	The lawyer who noticed the criminal approach the bench will ever run for governor.	bert-base-cased	ever	8.318273544311523
6	9	Matrix No	No lawyer who noticed the criminal approach the bench will ever run for governor.	bert-base-cased	ever	0.5504533648490906
6	9	Relative Subject No	The lawyer who no criminal noticed approach the bench will ever run for governor.	bert-base-cased	ever	7.621677875518799
6	9	Relative Subject Not A Single	The lawyer who not a single criminal noticed approach the bench will ever run for governor.	bert-base-cased	ever	7.012587070465088
1	10	Licensor Absent	The protester who the policeman noticed walk by will ever support lower taxes.	bert-base-cased	ever	12.022543907165527
1	10	Matrix No	No protester who the policeman noticed walk by will ever support lower taxes.	bert-base-cased	ever	3.735976457595825
1	10	Relative Didn't	The protester who didn't notice the policeman walk by will ever support lower taxes.	bert-base-cased	ever	13.677006721496582
1	10	Relative No	The protester who no policeman noticed walk by will ever support lower taxes.	bert-base-cased	ever	11.645186424255371
2	10	Relative Did Not	The protester who did not notice the policeman walk by will ever support lower taxes.	bert-base-cased	ever	13.513550758361816
3	10	Relative Never	The protester who never noticed the policeman walk by will ever support lower taxes.	bert-base-cased	ever	12.117688179016113
6	10	Embedded No	The protester who noticed no policeman sneak past will ever support lower taxes.	bert-base-cased	ever	11.55394172668457
6	10	Embedded Not a Single	The protester who noticed not a single policeman sneak past will ever support lower taxes.	bert-base-cased	ever	9.9420166015625
6	10	Licensor Absent	The protester who the policeman noticed sneak past will ever support lower taxes.	bert-base-cased	ever	11.839244842529297
6	10	Matrix No	No protester who the policeman noticed sneak past will ever support lower taxes.	bert-base-cased	ever	2.988973617553711
6	10	Relative Subject No	The protester who no policeman noticed sneak past will ever support lower taxes.	bert-base-cased	ever	10.984572410583496
6	10	Relative Subject Not A Single	The protester who not a single policeman noticed sneak past will ever support lower taxes.	bert-base-cased	ever	10.302826881408691
1	11	Licensor Absent	The hostage who the kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	8.427287101745605
1	11	Matrix No	No hostage who the kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	3.552457809448242
1	11	Relative Didn't	The hostage who didn't realize the kidnapper was brave will ever escape without being spotted.	bert-base-cased	ever	8.75902271270752
1	11	Relative No	The hostage who no kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	7.607054233551025
2	11	Relative Did Not	The hostage who did not realize the kidnapper was brave will ever escape without being spotted.	bert-base-cased	ever	9.940144538879395
3	11	Relative Never	The hostage who never realized the kidnapper was brave will ever escape without being spotted.	bert-base-cased	ever	8.964584350585938
6	11	Embedded No	The hostage who realized no kidnapper was brave will ever escape without being spotted.	bert-base-cased	ever	9.320539474487305
6	11	Embedded Not a Single	The hostage who realized not a single kidnapper was brave will ever escape without being spotted.	bert-base-cased	ever	8.675762176513672
6	11	Licensor Absent	The hostage who the kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	8.427287101745605
6	11	Matrix No	No hostage who the kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	3.552457809448242
6	11	Relative Subject No	The hostage who no kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	7.607054233551025
6	11	Relative Subject Not A Single	The hostage who not a single kidnapper realized was brave will ever escape without being spotted.	bert-base-cased	ever	7.935696601867676
1	12	Licensor Absent	The pollster who the politician realized would predict the results will ever be unemployed.	bert-base-cased	ever	12.911105155944824
1	12	Matrix No	No pollster who the politician realized would predict the results will ever be unemployed.	bert-base-cased	ever	4.817558765411377
1	12	Relative Didn't	The pollster who didn't realize the politician would predict the results will ever be unemployed.	bert-base-cased	ever	14.48891544342041
1	12	Relative No	The pollster who no politician realized would predict the results will ever be unemployed	bert-base-cased	ever	10.930221557617188
2	12	Relative Did Not	The pollster who did not realize the politician would predict the results will ever be unemployed.	bert-base-cased	ever	14.074116706848145
3	12	Relative Never	The pollster who never realized the politician would predict the results will ever be unemployed.	bert-base-cased	ever	13.323346138000488
6	12	Embedded No	The pollster who realized no politician would predict the results will ever be unemployed.	bert-base-cased	ever	12.551892280578613
6	12	Embedded Not a Single	The pollster who realized not a single politician would predict the results will ever be unemployed.	bert-base-cased	ever	10.864829063415527
6	12	Licensor Absent	The pollster who realized the politician would predict the results will ever be unemployed.	bert-base-cased	ever	13.963223457336426
6	12	Matrix No	No pollster who realized no politician would predict the results will ever be unemployed.	bert-base-cased	ever	5.059791564941406
6	12	Relative Subject No	The pollster who no politician realized would predict the results will ever be unemployed.	bert-base-cased	ever	12.113637924194336
6	12	Relative Subject Not A Single	The pollster who not a single politician realized would predict the results will ever be unemployed.	bert-base-cased	ever	11.394011497497559
1	13	Licensor Absent	The actor who the director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	12.04044246673584
1	13	Matrix No	No actor who the director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	1.1026041507720947
1	13	Relative Didn't	The actor who didn't predict the director would be famous will ever play a supporting role.	bert-base-cased	ever	10.356900215148926
1	13	Relative No	The actor who no director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	11.17398452758789
2	13	Relative Did Not	The actor who did not predict the director would be famous will ever play a supporting role.	bert-base-cased	ever	11.102455139160156
3	13	Relative Never	The actor who never predicted the director would be famous will ever play a supporting role.	bert-base-cased	ever	10.373953819274902
6	13	Embedded No	The actor who predicted no director would be famous will ever play a supporting role.	bert-base-cased	ever	9.891980171203613
6	13	Embedded Not a Single	The actor who predicted not a single director would be famous will ever play a supporting role.	bert-base-cased	ever	9.762492179870605
6	13	Licensor Absent	The actor who the director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	12.04044246673584
6	13	Matrix No	No actor who the director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	1.1026041507720947
6	13	Relative Subject No	The actor who no director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	11.17398452758789
6	13	Relative Subject Not A Single	The actor who not a single director predicted would be famous will ever play a supporting role.	bert-base-cased	ever	9.928163528442383
1	14	Licensor Absent	The rancher who the neighbor predicted would have a good harvest will ever be hungry again.	bert-base-cased	ever	10.231511116027832
1	14	Matrix No	No rancher who the neighbor predicted would have a good harvest will ever be hungry again.	bert-base-cased	ever	0.16670924425125122
1	14	Relative Didn't	The rancher who didn't predict the neighbor would have a good harvest will ever be hungry again.	bert-base-cased	ever	9.75584602355957
1	14	Relative No	The rancher who no neighbor predicted would have a good harvest will ever be hungry again.	bert-base-cased	ever	9.445527076721191
2	14	Relative Did Not	The rancher who did not predict the neighbor will wrangle the bull will ever be hungry again.	bert-base-cased	ever	10.695452690124512
3	14	Relative Never	The rancher who never predicted the neighbor will wrangle the bull will ever be hungry again.	bert-base-cased	ever	9.469453811645508
6	14	Embedded No	The rancher who predicted no cowboy would wrangle the bull will ever be hungry again.	bert-base-cased	ever	8.71391487121582
6	14	Embedded Not a Single	The rancher who predicted not a single cowboy would wrangle the bull will ever be hungry again.	bert-base-cased	ever	8.359375953674316
6	14	Licensor Absent	The rancher who the cowboy predicted would wrangle the bull will ever be hungry again.	bert-base-cased	ever	9.528489112854004
6	14	Matrix No	No rancher who the cowboy predicted would wrangle the bull will ever be hungry again.	bert-base-cased	ever	0.38397926092147827
6	14	Relative Subject No	The rancher who no cowboy predicted would wrangle the bull will ever be hungry again.	bert-base-cased	ever	8.754646301269531
6	14	Relative Subject Not A Single	The rancher who not a single cowboy predicted would wrangle the bull will ever be hungry again.	bert-base-cased	ever	8.902546882629395
1	15	Licensor Absent	The lender who the banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	12.781307220458984
1	15	Matrix No	No lender who the banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	1.9947774410247803
1	15	Relative Didn't	The lender who didn't recommend the banker for asset management will ever raise interest rates.	bert-base-cased	ever	12.104338645935059
1	15	Relative No	The lender who no banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	12.339312553405762
2	15	Relative Did Not	The lender who did not recommend the banker for asset management will ever raise interest rates.	bert-base-cased	ever	13.59577751159668
3	15	Relative Never	The lender who never recommended the banker for asset management will ever raise interest rates.	bert-base-cased	ever	11.951473236083984
6	15	Embedded No	The lender who recommended no banker for asset management will ever raise interest rates.	bert-base-cased	ever	11.470651626586914
6	15	Embedded Not a Single	The lender who recommended not a single banker for asset management will ever raise interest rates.	bert-base-cased	ever	12.499039649963379
6	15	Licensor Absent	The lender who the banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	12.781307220458984
6	15	Matrix No	No lender who the banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	1.9947774410247803
6	15	Relative Subject No	The lender who no banker recommended for asset management will ever raise interest rates.	bert-base-cased	ever	12.339312553405762
6	15	Relative Subject Not A Single	The lender who not a single banker recommended for asset management will ever raise interest rates	bert-base-cased	ever	11.614497184753418
1	16	Licensor Absent	The agent who the tourist asked for travel preference will ever suggest a boring trip.	bert-base-cased	ever	11.737427711486816
1	16	Matrix No	No agent who the tourist asked for travel preference will ever suggest a boring trip.	bert-base-cased	ever	1.851243257522583
1	16	Relative Didn't	The agent who didn't ask the tourist for travel preference will ever suggest a boring trip.	bert-base-cased	ever	11.2211275100708
1	16	Relative No	The agent who no tourist asked for travel preference will ever suggest a boring trip.	bert-base-cased	ever	9.720804214477539
2	16	Relative Did Not	The agent who did not ask the tourist for travel preference will ever suggest a boring trip.	bert-base-cased	ever	11.831550598144531
3	16	Relative Never	The agent who never asked the tourist for travel preference will ever suggest a boring trip.	bert-base-cased	ever	10.353719711303711
6	16	Embedded No	The agent who recommended no concierge for day planning will ever suggest a boring trip.	bert-base-cased	ever	10.802263259887695
6	16	Embedded Not a Single	The agent who recommended not a single concierge for day planning will ever suggest a boring trip.	bert-base-cased	ever	11.059920310974121
6	16	Licensor Absent	The agent who the concierge recommended for day planning will ever suggest a boring trip.	bert-base-cased	ever	11.805813789367676
6	16	Matrix No	No agent who the concierge recommended for day planning will ever suggest a boring trip.	bert-base-cased	ever	2.0553200244903564
6	16	Relative Subject No	The agent who no concierge recommended for day planning will ever suggest a boring trip.	bert-base-cased	ever	10.014761924743652
6	16	Relative Subject Not A Single	The agent who not a single concierge recommended for day planning will ever suggest a boring trip.	bert-base-cased	ever	9.863507270812988
1	17	Licensor Absent	The painter who the sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.065401554107666
1	17	Matrix No	No painter who the sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	0.7934437394142151
1	17	Relative Didn't	The painter who didn't say the sculptor had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	8.166481971740723
1	17	Relative No	The painter who no sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.1978631019592285
2	17	Relative Did Not	The painter who did not say the sculptor had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	9.135717391967773
3	17	Relative Never	The painter who never said the sculptor had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.749492645263672
6	17	Embedded No	The painter who said no sculptor had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	8.346620559692383
6	17	Embedded Not a Single	The painter who said not a single sculptor had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	6.387753009796143
6	17	Licensor Absent	The painter who the sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.065401554107666
6	17	Matrix No	No painter who the sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	0.7934437394142151
6	17	Relative Subject No	The painter who no sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.1978631019592285
6	17	Relative Subject Not A Single	The painter who not a single sculptor said had a good eye will ever paint an impressionist sunset.	bert-base-cased	ever	7.073279857635498
1	18	Licensor Absent	The bully who the student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.957261085510254
1	18	Matrix No	No bully who the student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	0.308174729347229
1	18	Relative Didn't	The bully who didn't say the student was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.700698375701904
1	18	Relative No	The bully who no student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.423257350921631
2	18	Relative Did Not	The bully who did not say the student was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	7.785624980926514
3	18	Relative Never	The bully who never said the student was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	7.135269641876221
6	18	Embedded No	The bully who said no student was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	7.070336818695068
6	18	Embedded Not a Single	The bully who said not a single student was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	5.51530647277832
6	18	Licensor Absent	The bully who the student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.957261085510254
6	18	Matrix No	No bully who the student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	0.308174729347229
6	18	Relative Subject No	The bully who no student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.423257350921631
6	18	Relative Subject Not A Single	The bully who not a single student said was mean will ever get a scholarship to Northwestern.	bert-base-cased	ever	6.0060648918151855
1	19	Licensor Absent	The patient who the trainer treated to dinner will ever give up on recovery.	bert-base-cased	ever	11.687371253967285
1	19	Matrix No	No patient who the trainer treated to dinner will ever give up on recovery.	bert-base-cased	ever	0.5822026133537292
1	19	Relative Didn't	The patient who didn't treat the trainer to dinner will ever give up on recovery.	bert-base-cased	ever	10.684246063232422
1	19	Relative No	The patient who no trainer treated to dinner will ever give up on recovery.	bert-base-cased	ever	10.986100196838379
2	19	Relative Did Not	The patient who did not treat the trainer to dinner will ever give up on recovery.	bert-base-cased	ever	12.528194427490234
3	19	Relative Never	The patient who never treated the trainer to dinner will ever give up on recovery.	bert-base-cased	ever	11.041406631469727
6	19	Embedded No	The patient who treated no trainer unkindly will ever give up on recovery.	bert-base-cased	ever	10.203222274780273
6	19	Embedded Not a Single	The patient who treated not a single trainer unkindly will ever give up on recovery.	bert-base-cased	ever	10.256155967712402
6	19	Licensor Absent	The patient who the trainer treated unkindly will ever give up on recovery.	bert-base-cased	ever	10.67289924621582
6	19	Matrix No	No patient who the trainer treated unkindly will ever give up on recovery.	bert-base-cased	ever	0.38691195845603943
6	19	Relative Subject No	The patient who no trainer treated unkindly will ever give up on recovery.	bert-base-cased	ever	9.901646614074707
6	19	Relative Subject Not A Single	The patient who not a single trainer treated unkindly will ever give up on recovery.	bert-base-cased	ever	9.929031372070312
1	20	Licensor Absent	The victim who the doctor treated unkindly will ever drive again.	bert-base-cased	ever	8.817434310913086
1	20	Matrix No	No victim who the doctor treated unkindly will ever drive again.	bert-base-cased	ever	0.04888660088181496
1	20	Relative Didn't	The victim who didn't treat the doctor unkindly will ever drive again.	bert-base-cased	ever	8.773673057556152
1	20	Relative No	The victim who no doctor treated unkindly will ever drive again.	bert-base-cased	ever	7.690219402313232
2	20	Relative Did Not	The victim who did not treat the doctor unkindly will ever drive again.	bert-base-cased	ever	10.603782653808594
3	20	Relative Never	The victim who never treated the doctor unkindly will ever drive again.	bert-base-cased	ever	9.577264785766602
6	20	Embedded No	The victim who treated no doctor to lunch will ever drive again.	bert-base-cased	ever	8.455763816833496
6	20	Embedded Not a Single	The victim who treated not a single doctor to lunch will ever drive again.	bert-base-cased	ever	8.964303970336914
6	20	Licensor Absent	The victim who the doctor treated to lunch will ever drive again.	bert-base-cased	ever	8.315646171569824
6	20	Matrix No	No victim who the doctor treated to lunch will ever drive again.	bert-base-cased	ever	0.07935245335102081
6	20	Relative Subject No	The victim who no doctor treated to lunch will ever drive again.	bert-base-cased	ever	7.915814399719238
6	20	Relative Subject Not A Single	The victim who not a single doctor treated to lunch will ever drive again.	bert-base-cased	ever	8.450667381286621
1	21	Licensor Absent	The author who the reader knew from their previous meeting will ever buy books online.	bert-base-cased	ever	10.512977600097656
1	21	Matrix No	No author who the reader knew from their previous meeting will ever buy books online.	bert-base-cased	ever	0.46691086888313293
1	21	Relative Didn't	The author who didn't know the reader from their previous meeting will ever buy books online.	bert-base-cased	ever	10.923659324645996
1	21	Relative No	The author who no reader knew from their previous meeting will ever buy books online.	bert-base-cased	ever	9.860873222351074
2	21	Relative Did Not	The author who did not know the reader from their previous meeting will ever buy books online.	bert-base-cased	ever	12.793536186218262
3	21	Relative Never	The author who never knew the reader from their previous meeting will ever buy books online.	bert-base-cased	ever	11.064985275268555
6	21	Embedded No	The author who knew no reader to be verbose will ever buy books online.	bert-base-cased	ever	10.184623718261719
6	21	Embedded Not a Single	The author who knew not a single reader to be verbose will ever buy books online.	bert-base-cased	ever	10.711776733398438
6	21	Licensor Absent	The author who the reader knew to be verbose will ever buy books online.	bert-base-cased	ever	11.154666900634766
6	21	Matrix No	No author who the reader knew to be verbose will ever buy books online.	bert-base-cased	ever	0.35910072922706604
6	21	Relative Subject No	The author who no reader knew to be verbose will ever buy books online.	bert-base-cased	ever	9.923974990844727
6	21	Relative Subject Not A Single	The author who not a single reader knew to be verbose will ever buy books online.	bert-base-cased	ever	10.885563850402832
1	22	Licensor Absent	The bailiff who the judge knew from the courthouse will ever commit a crime.	bert-base-cased	ever	7.322953701019287
1	22	Matrix No	No bailiff who the judge knew from the courthouse will ever commit a crime.	bert-base-cased	ever	0.10254554450511932
1	22	Relative Didn't	The bailiff who didn't know the judge from the courthouse will ever commit a crime.	bert-base-cased	ever	6.161460876464844
1	22	Relative No	The bailiff who no judge knew from the courthouse will ever commit a crime.	bert-base-cased	ever	5.897426128387451
2	22	Relative Did Not	The bailiff who did not know the judge from the courthouse will ever commit a crime.	bert-base-cased	ever	8.902803421020508
3	22	Relative Never	The bailiff who never knew the judge from the courthouse will ever commit a crime.	bert-base-cased	ever	6.469330310821533
6	22	Embedded No	The bailiff who knew no judge to be uncivil will ever commit a crime.	bert-base-cased	ever	6.355003833770752
6	22	Embedded Not a Single	The bailiff who knew not a single judge to be uncivil will ever commit a crime.	bert-base-cased	ever	5.5830583572387695
6	22	Licensor Absent	The bailiff who the judge knew to be uncivil will ever commit a crime.	bert-base-cased	ever	7.8055291175842285
6	22	Matrix No	No bailiff who the judge knew to be uncivil will ever commit a crime.	bert-base-cased	ever	0.09020031243562698
6	22	Relative Subject No	The bailiff who no judge knew to be uncivil will ever commit a crime.	bert-base-cased	ever	7.230212688446045
6	22	Relative Subject Not A Single	The bailiff who not a single judge knew to be uncivil will ever commit a crime.	bert-base-cased	ever	7.466757297515869
1	23	Licensor Absent	The traitor who the jury speculated was dishonest will ever be let go.	bert-base-cased	ever	8.845654487609863
1	23	Matrix No	No traitor who the jury speculated was dishonest will ever be let go.	bert-base-cased	ever	0.08577310293912888
1	23	Relative Didn't	The traitor who didn't speculate the jury was dishonest will ever be let go.	bert-base-cased	ever	7.607452869415283
1	23	Relative No	The traitor who no jury speculated was dishonest will ever be let go.	bert-base-cased	ever	8.592677116394043
2	23	Relative Did Not	The traitor who did not speculate the jury was dishonest will ever be let go.	bert-base-cased	ever	8.803375244140625
3	23	Relative Never	The traitor who never speculated the jury was dishonest will ever be let go.	bert-base-cased	ever	8.831899642944336
6	23	Embedded No	The traitor who speculated no jury was dishonest will ever be let go.	bert-base-cased	ever	8.522574424743652
6	23	Embedded Not a Single	The traitor who speculated not a single jury was dishonest will ever be let go.	bert-base-cased	ever	6.578011512756348
6	23	Licensor Absent	The traitor who the jury speculated was dishonest will ever be let go.	bert-base-cased	ever	8.845654487609863
6	23	Matrix No	No traitor who the jury speculated was dishonest will ever be let go.	bert-base-cased	ever	0.08577310293912888
6	23	Relative Subject No	The traitor who no jury speculated was dishonest will ever be let go.	bert-base-cased	ever	8.592677116394043
6	23	Relative Subject Not A Single	The traitor who not a single jury speculated was dishonest will ever be let go.	bert-base-cased	ever	7.742143630981445
1	24	Licensor Absent	The player who the referee speculated was paid off will ever have playing time.	bert-base-cased	ever	11.649858474731445
1	24	Matrix No	No player who the referee speculated was paid off will ever have playing time.	bert-base-cased	ever	1.300734043121338
1	24	Relative Didn't	The player who didn't speculate the referee was paid off will ever have playing time.	bert-base-cased	ever	11.305566787719727
1	24	Relative No	The player who no referee speculated was paid off will ever have playing time.	bert-base-cased	ever	11.113883018493652
2	24	Relative Did Not	The player who did not speculate the referee was paid off will ever have playing time.	bert-base-cased	ever	11.956939697265625
3	24	Relative Never	The player who never speculated the referee was paid off will ever have playing time.	bert-base-cased	ever	11.041213989257812
6	24	Embedded No	The player who speculated no referee was paid off will ever have playing time.	bert-base-cased	ever	11.880426406860352
6	24	Embedded Not a Single	The player who speculated not a single referee was paid off will ever have playing time.	bert-base-cased	ever	11.587889671325684
6	24	Licensor Absent	The player who the referee speculated was paid off will ever have playing time.	bert-base-cased	ever	11.649858474731445
6	24	Matrix No	No player who the referee speculated was paid off will ever have playing time.	bert-base-cased	ever	1.300734043121338
6	24	Relative Subject No	The player who no referee speculated was paid off will ever have playing time.	bert-base-cased	ever	11.113883018493652
6	24	Relative Subject Not A Single	The player who not a single referee speculated was paid off will ever have playing time.	bert-base-cased	ever	11.430765151977539
1	25	Licensor Absent	The fireman who the arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	11.290566444396973
1	25	Matrix No	No fireman who the arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	1.6708487272262573
1	25	Relative Didn't	The fireman who didn't assume the arsonist would respond will ever miss a service call.	bert-base-cased	ever	11.357426643371582
1	25	Relative No	The fireman who no arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	10.308667182922363
2	25	Relative Did Not	The fireman who did not assume the arsonist will respond will ever miss a service call.	bert-base-cased	ever	12.480819702148438
3	25	Relative Never	The fireman who never assumed the arsonist will respond will ever miss a service call.	bert-base-cased	ever	10.49697494506836
6	25	Embedded No	The fireman who assumed no arsonist would respond will ever miss a service call.	bert-base-cased	ever	10.743168830871582
6	25	Embedded Not a Single	The fireman who assumed not a single arsonist would respond will ever miss a service call.	bert-base-cased	ever	10.964359283447266
6	25	Licensor Absent	The fireman who the arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	11.290566444396973
6	25	Matrix No	No fireman who the arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	1.6708487272262573
6	25	Relative Subject No	The fireman who no arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	10.308667182922363
6	25	Relative Subject Not A Single	The fireman who not a single arsonist assumed would respond will ever miss a service call.	bert-base-cased	ever	10.560380935668945
1	26	Licensor Absent	The skier who the snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	12.354666709899902
1	26	Matrix No	No skier who the snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	1.5934966802597046
1	26	Relative Didn't	The skier who didn't assume the snowboarder would miss the season will ever skip a day with good snow.	bert-base-cased	ever	11.164278984069824
1	26	Relative No	The skier who no snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	11.50302791595459
2	26	Relative Did Not	The skier who did not assume the snowboarder will miss the season will ever skip a day with good snow.	bert-base-cased	ever	13.261421203613281
3	26	Relative Never	The skier who never assumed the snowboarder will miss the season will ever skip a day with good snow.	bert-base-cased	ever	11.421473503112793
6	26	Embedded No	The skier who assumed no snowboarder would miss the season will ever skip a day with good snow.	bert-base-cased	ever	12.385833740234375
6	26	Embedded Not a Single	The skier who assumed not a single snowboarder would miss the season will ever skip a day with good snow.	bert-base-cased	ever	12.38381576538086
6	26	Licensor Absent	The skier who the snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	12.354666709899902
6	26	Matrix No	No skier who the snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	1.5934966802597046
6	26	Relative Subject No	The skier who no snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	11.50302791595459
6	26	Relative Subject Not A Single	The skier who not a single snowboarder assumed would miss the season will ever skip a day with good snow.	bert-base-cased	ever	11.797385215759277
1	27	Licensor Absent	The sailor who the pilot thought was a hotshot would ever be too busy showing off.	bert-base-cased	ever	14.580242156982422
1	27	Matrix No	No sailor who the pilot thought was a hotshot would ever be too busy showing off.	bert-base-cased	ever	3.3437082767486572
1	27	Relative Didn't	The sailor who didn't think the pilot was a hotshot would ever be too busy showing off.	bert-base-cased	ever	14.11286735534668
1	27	Relative No	The sailor who no pilot thought was a hotshot would ever be too busy showing off.	bert-base-cased	ever	12.75048542022705
2	27	Relative Did Not	The sailor who did not think the pilot was a hotshot will ever bee too busy showing off.	bert-base-cased	ever	11.871657371520996
